belongs_to_collection,genres,original_language,overview,popularity,production_companies,release_date,revenue,spoken_languages,title,vote_average,vote_count,release_year,return,cast,director
Stuart Little Collection,"['Animation', 'Fantasy', 'Family', 'Comedy']",en,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.",8.3595,"['Columbia Pictures Corporation', 'Global Medien KG', 'Franklin/Waterman Productions']",1999-12-17,300135367.0,['English'],Stuart Little,5.8,998.0,1999,2.256656894736842,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki', 'Nathan Lane', 'Jeffrey Jones', 'Connie Ray', 'Allyce Beasley', 'Brian Doyle-Murray', 'Estelle Getty', 'Harold Gould', 'Chazz Palminteri', 'Steve Zahn', 'Bruno Kirby', 'Jennifer Tilly', 'David Alan Grier', 'Jim Doughan', 'Julia Sweeney']",Rob Minkoff
Fantasia Collection,"['Animation', 'Family', 'Music']",en,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.",14.972573,['Walt Disney Pictures'],1999-12-17,90874570.0,['English'],Fantasia 2000,7.0,300.0,1999,1.135932125,"['Steve Martin', 'Itzhak Perlman', 'Quincy Jones', 'Bette Midler', 'James Earl Jones', 'Penn Jillette', 'Teller', 'James Levine', 'Angela Lansbury', 'Wayne Allwine', 'Tony Anselmo', 'Russi Taylor']",James Algar
Friday Collection,['Comedy'],en,"Ice Cube returns as Craig Jones, a streetwise man from South Central Los Angeles who has a knack for getting into trouble. This time out, Craig is still trying to outsmart neighborhood bully Debo (Tommy ""Tiny"" Lister Jr.); after Craig gets the better of Debo in a fist fight, Debo is determined to flatten Craig in a rematch. Looking to stay out of Debo's way, Craig's dad decides that it would be a good idea for Craig to hide out with his Uncle Elroy and cousin Day-Day in Rancho Cucamonga... but trouble seems to find him there also.",10.06545,['New Line Cinema'],2000-01-12,59827328.0,['English'],Next Friday,6.5,145.0,2000,5.438848,"['Ice Cube', 'Mike Epps', 'Justin Pierce', 'John Witherspoon', 'Don Curry', 'Jacob Vargas', 'Lobo Sebastian', 'Rolando Molina', 'Lisa Rodríguez', 'Tom Lister Jr.', 'Kym Whitley', 'Amy Hill', 'Tamala Jones', 'The Lady of Rage', 'Clifton Powell', 'Kirk Jones', 'Michael Rapaport']",Steve Carr
Batman (DC Universe Animated) Collection,"['Action', 'Adventure', 'Animation', 'Family']",en,"An old flame of Bruce Wayne's strolls into town, re-heating up the romance between the two. At the same time, a mass murderer with an axe for one hand begins systematically eliminating Gotham's crime bosses. Due to the person's dark appearance, he is mistaken for Batman. Now on the run, Batman must solve the mystery and deal with the romance between him and Andrea Beaumont.",7.29114,"['DC Comics', 'Warner Bros.']",1993-12-25,5617391.0,"['Český', 'English']",Batman: Mask of the Phantasm,7.4,218.0,1993,0.9362318333333334,"['Kevin Conroy', 'Mark Hamill', 'Dana Delany', 'Hart Bochner', 'Abe Vigoda', 'Stacy Keach', 'Efrem Zimbalist, Jr.', 'Robert Costanzo', 'Bob Hastings', 'Dick Miller', 'John P. Ryan', 'Arleen Sorkin', 'Jeff Bennett', 'Ed Gilbert', 'Marilu Henner', 'Pat Musick', 'Thom Pinto', 'Neil Ross', 'Vernee Watson-Johnson']",Bruce Timm
Sister Act Collection,"['Music', 'Comedy']",en,"A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TV.",18.83065,['Touchstone Pictures'],1992-05-28,231605150.0,['English'],Sister Act,6.5,713.0,1992,7.4711338709677415,"['Whoopi Goldberg', 'Maggie Smith', 'Kathy Najimy', 'Wendy Makkena', 'Mary Wickes', 'Harvey Keitel', 'Bill Nunn', 'Richard Portnow', 'Robert Miranda', 'Joseph Maher', 'Jenifer Lewis', 'Charlotte Crossley', 'Michael Durrell', 'A.J. Johnson', 'Jeremy Roberts', 'Prudence Wright Holmes']",Emile Ardolino
Sister Act Collection,"['Music', 'Comedy']",en,"Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous local authority chief Mr. Crisp.",12.986842,['Touchstone Pictures'],1993-12-09,57319029.0,['English'],Sister Act 2: Back in the Habit,5.9,384.0,1993,1.5083955,"['Whoopi Goldberg', 'Kathy Najimy', 'James Coburn', 'Barnard Hughes', 'Mary Wickes', 'Michael Jeter', 'Wendy Makkena', 'Sheryl Lee Ralph', 'Robert Pastorelli', 'Thomas Gottschalk', 'Maggie Smith', 'Lauryn Hill', 'Brad Sullivan', 'Alanna Ubach', 'Ron Johnson', 'Jennifer Love Hewitt', 'Devin Kamin', 'Prudence Wright Holmes']",Bill Duke
Wayne's World Collection,"['Music', 'Comedy']",en,"When a sleazy TV exec offers Wayne and Garth a fat contract to tape their late-night public access show at his network, they can't believe their good fortune. But they soon discover the road from basement to big-time is a gnarly one, fraught with danger, temptation and ragin' party opportunities.",10.180776,['Paramount Pictures'],1992-02-14,121697323.0,"['广州话 / 廣州話', 'English']",Wayne's World,6.5,738.0,1992,6.08486615,"['Mike Myers', 'Dana Carvey', 'Rob Lowe', 'Tia Carrere', 'Lara Flynn Boyle', 'Chris Farley', 'Brian Doyle-Murray', 'Michael DeLuise', 'Donna Dixon', 'Meat Loaf', 'Robert Patrick', 'Alice Cooper', ""Ed O'Neill"", 'Colleen Camp', 'Lee Tergesen', 'Kurt Fuller', 'Mike Hagerty', 'Charles Noland']",Penelope Spheeris
Wayne's World Collection,"['Music', 'Comedy']",en,"A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert, ""Waynestock,"" with Aerosmith as headliners. But amid the preparations, Wayne frets that a record producer is putting the moves on his girlfriend, Cassandra, while Garth handles the advances of mega-babe Honey Hornee.",10.931683,['Paramount Pictures'],1993-12-10,47965000.0,"['广州话 / 廣州話', 'English']",Wayne's World 2,5.8,281.0,1993,0.0,"['Mike Myers', 'Dana Carvey', 'Christopher Walken', 'Tia Carrere', 'Chris Farley', 'James Hong', 'Rip Taylor', 'Steven Tyler', 'Joe Perry', 'Heather Locklear', 'Bob Odenkirk', 'Robert Smigel', 'Kim Basinger', 'Drew Barrymore', 'Harry Shearer', 'Jay Leno', 'Charlton Heston', 'Tim Meadows', 'Kevin Pollak', 'Lee Tergesen', 'Ralph Brown', 'Dan Bell', 'Gavin Grazer', 'Michael A. Nickles', 'Larry Sellers', 'Frank DiLeo', ""Olivia d'Abo"", 'Ted McGinley', 'Al Hansen']",Stephen Surjik
The Jack Ryan Collection,"['Drama', 'Action', 'Thriller', 'Crime']",en,"When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",11.075674,"['Paramount Pictures', 'Mace Neufeld Productions']",1992-06-04,178051587.0,['English'],Patriot Games,6.4,440.0,1992,3.9567019333333335,"['Harrison Ford', 'Anne Archer', 'Patrick Bergin', 'Thora Birch', 'James Fox', 'Samuel L. Jackson', 'Polly Walker', 'J.E. Freeman', 'James Earl Jones', 'Sean Bean', 'Richard Harris', 'Alex Norton', 'Hugh Fraser', 'David Threlfall', 'Alun Armstrong', 'Berlinda Tolbert', 'Gerald Sim', 'Pip Torrens', 'Thomas Russell', 'Andrew Connolly', 'Keith Campbell', 'Jonathan Ryan', 'P.H. Moriarty', 'Bob Gunton', 'Ted Raimi', 'Brenda James']",Phillip Noyce
Mexico Trilogy,"['Action', 'Crime', 'Thriller']",es,"El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately, the town he tries to find work in has another visitor...a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake El Mariachi for the killer, Azul, and chase him around town trying to kill him and get his guitar case.",9.972591,['Columbia Pictures'],1992-09-04,2040920.0,['Español'],El Mariachi,6.6,243.0,1992,9.276909090909092,"['Carlos Gallardo', 'Jaime de Hoyos', 'Peter Marquardt', 'Reinol Martinez', 'Ramiro Gomez', 'Consuelo Gómez', 'Juan García']",Robert Rodriguez
The Cutting Edge Collection,"['Comedy', 'Drama', 'Romance']",en,"Two former Olympians, one a figure skater and the other a hockey player, pin their hopes of one last shot at Olympic glory on one another. That is, of course, if they can keep from killing each other in the process...",3.8143,"['Metro-Goldwyn-Mayer (MGM)', 'Interscope Communications']",1992-03-27,25105517.0,"['English', 'Français', 'Deutsch']",The Cutting Edge,6.6,59.0,1992,0.0,"['D. B. Sweeney', 'Moira Kelly', 'Roy Dotrice', ""Terry O'Quinn"", 'Dwier Brown', 'Chris Benson', 'Kevin Peeks', 'Barry Flatman', 'Rachelle Ottley', 'Steve Sears', 'Nahanni Johnstone', 'Michael Hogan', 'R.D. Reid', 'Dick Grant', 'Melanie Miller']",Paul Michael Glaser
Scream Collection,"['Horror', 'Mystery']",en,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.",9.738371,"['Konrad Pictures', 'Craven-Maddalena Films', 'Dimension Films']",2000-02-03,161834276.0,['English'],Scream 3,5.7,749.0,2000,4.0458569,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Patrick Dempsey', 'Scott Foley', 'Lance Henriksen', 'Matt Keeslar', 'Jenny McCarthy', 'Emily Mortimer', 'Parker Posey', 'Deon Richmond', 'Kelly Rutherford', 'Liev Schreiber', 'Patrick Warburton', 'Jamie Kennedy', 'Roger L. Jackson', 'Richmond Arquette', 'Josh Pais', 'Roger Corman', 'Kevin Smith', 'Jason Mewes', 'Heather Matarazzo', 'Carrie Fisher']",Wes Craven
Single White Female Collection,['Thriller'],en,"Attractive Manhattanite Allison Jones has it all: a handsome beau, a rent-controlled apartment, and a promising career as a fashion designer. When boyfriend Sam proves unfaithful, Allison strikes out on her own but must use the classifieds to seek out a roommate in order to keep her spacious digs.",7.246119,['Columbia Pictures'],1992-08-14,48017402.0,"['English', 'Español']",Single White Female,6.0,139.0,1992,3.001087625,"['Bridget Fonda', 'Jennifer Jason Leigh', 'Steven Weber', 'Peter Friedman', 'Stephen Tobolowsky', 'Frances Bay', 'Jessica Lundy', 'Rob Steinberg']",Barbet Schroeder
The Boondock Saints Collection,"['Action', 'Thriller', 'Crime']",en,"With a God-inspired moral obligation to act against evil, twin brothers Conner and Murphy set out to rid Boston of criminals. However, rather than working within the system, these Irish Americans decide to take swift retribution into their own hands.",12.457908,"['Franchise Pictures', 'Brood Syndicate', 'B.D.S. Productions Inc.']",1999-01-22,30471.0,"['English', 'Español']",The Boondock Saints,7.2,848.0,1999,0.0050785,"['Willem Dafoe', 'Norman Reedus', 'Sean Patrick Flanery', 'David Della Rocco', 'David Ferry', 'Brian Mahoney', 'Billy Connolly', 'Carlo Rota', 'Ron Jeremy', 'Bob Marley', 'Richard Fitzpatrick', 'Robert Pemberton', 'Dot Jones', 'Markus Parilo', 'Jeffrey R. Smith']",Troy Duffy
"To Sir, with Love Collection",['Drama'],en,Idealistic engineer-trainee and his experiences in teaching a group of rambunctious white high school students from the slums of London's East End.,8.138554,['Columbia British Productions'],1967-06-14,0.0,['English'],"To Sir, with Love",7.6,72.0,1967,0.0,"['Sidney Poitier', 'Suzy Kendall', 'Christian Roberts', 'Judy Geeson', 'Lulu', 'Ann Bell', 'Geoffrey Bayldon', 'Patricia Routledge', 'Faith Brook', 'Adrienne Posta', 'Edward Burnham', 'Mona Bruce', 'Chris Chittell', 'Rita Webb', 'Marianne Stone', 'Fiona Duncan', 'Dervis Ward', 'Peter Attard', 'Sally James', 'Grahame Charles', 'Michael Des Barres', 'Margaret Heald', 'Ellison Kemp', 'Albert Lampert', 'Chitra Neogy', 'Stewart Bevan', 'Cyril Shaps']",James Clavell
The Chronicles of Riddick Collection,"['Thriller', 'Science Fiction', 'Action']",en,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",6.424399,['Interscope Communications'],2000-02-18,53187659.0,['English'],Pitch Black,6.7,1812.0,2000,2.312506913043478,"['Vin Diesel', 'Radha Mitchell', 'Cole Hauser', 'Lewis Fitz-Gerald', 'Claudia Black', 'Keith David', 'Rhiana Griffith', 'John Moore', 'Simon Burke', 'Les Chantery', 'Sam Sari', 'Firass Dirani', 'Ric Anderson', 'Vic Wilson', 'Angela Moore']",David Twohy
The Whole Nine/Ten Yards Collection,"['Comedy', 'Crime']",en,"A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style.",12.061521,"['Franchise Pictures', 'Warner Bros.', 'Morgan Creek Productions', 'Nine Yards Productions', 'Rational Packaging Company', 'Lansdown Films']",2000-02-18,106371651.0,"['English', 'Français', 'Español']",The Whole Nine Yards,6.3,540.0,2000,2.575584769975787,"['Bruce Willis', 'Matthew Perry', 'Rosanna Arquette', 'Michael Clarke Duncan', 'Kevin Pollak', 'Harland Williams', 'Amanda Peet', 'Natasha Henstridge', 'Carmen Ferland', 'Serge Christianssens']",Jonathan Lynn
Cross of Iron Collection,"['Drama', 'Action', 'History', 'War']",en,"It is 1943, and the German army, ravaged and demoralised, are hastily retreating from the Russian front. In the midst of all this madness, conflict brews between the aristocratic yet ultimately pusillanimous Captain Stransky and the courageous Corporal Steiner. Stransky is the only man who believes that the Third Reich are still vastly superior to the Russian army; however within his pompous persona lies a quivering coward who longs for the Iron Cross so that he can return to Berlin a hero. Steiner, on the other hand is cynical, defiantly non-conformist and more concerned with the safety of his own men rather than the horde of military decorations offered to him by his superiors. Steiner's lack of respect results in a growing animosity between the two...",9.103168,"['ITC Entertainment', 'Terra-Filmkunst', 'EMI Films', 'Rapid Film']",1977-01-29,0.0,"['Deutsch', 'English', 'Français', 'Pусский']",Cross of Iron,6.6,89.0,1977,0.0,"['James Coburn', 'Maximilian Schell', 'James Mason', 'David Warner', 'Klaus Löwitsch', 'Vadim Glowna', 'Roger Fritz', 'Dieter Schidor', 'Burkhard Driest', 'Fred Stillkrauth', 'Michael Nowka', 'Arthur Brauss', 'Senta Berger', 'Igor Galo', 'Slavko Štimac', 'Vladan Živković', 'Véronique Vendell', 'Sweeney MacArthur', 'Ivica Pajer', 'Dragomir Stanojević', 'Hermina Pipinić']",Sam Peckinpah
American Graffiti Collection,"['Comedy', 'Drama']",en,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,9.188584,"['Lucasfilm', 'Universal Pictures', 'The Coppola Company']",1973-08-01,140000000.0,['English'],American Graffiti,6.9,330.0,1973,180.18018018018017,"['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat', 'Charles Martin Smith', 'Cindy Williams', 'Candy Clark', 'Mackenzie Phillips', 'Wolfman Jack', 'Bo Hopkins', 'Manuel Padilla Jr.', 'Beau Gentry', 'Harrison Ford', 'Kathleen Quinlan', 'Suzanne Somers', 'John Brent', 'Kay Lenz', 'Debralee Scott', 'Terence McGovern', 'Lynne Marie Stewart', 'Jana Bellan', 'Jim Bohan', 'Susan Richardson', 'Scott Beach', 'Jody Carlson', 'Joe Miksak', 'Al Nalbandian']",George Lucas
The Muppet Collection,"['Adventure', 'Comedy', 'Family']",en,"Kermit the Frog is persuaded by agent Dom DeLuise to pursue a career in Hollywood. Along the way, Kermit picks up Fozzie Bear, Miss Piggy, Gonzo, and a motley crew of other Muppets with similar aspirations. Meanwhile, Kermit must elude the grasp of a frog-leg restaurant magnate.",6.769866,"['Incorporated Television Company', 'Henson Associates (HA)']",1979-05-31,76657000.0,['English'],The Muppet Movie,7.0,168.0,1979,0.0,"['Jim Henson', 'Frank Oz', 'Jerry Nelson', 'Richard Hunt', 'Dave Goelz', 'Charles Durning', 'Austin Pendleton', 'Edgar Bergen', 'Milton Berle', 'Mel Brooks', 'James Coburn', 'Dom DeLuise', 'Elliott Gould', 'Bob Hope', 'Madeline Kahn', 'Carol Kane', 'Cloris Leachman', 'Steve Martin', 'Richard Pryor', 'Telly Savalas', 'Orson Welles', 'Paul Williams', 'Scott Walker', 'Lawrence Gabriel Jr.', 'Ira F. Grubman', 'Hard Boiled Haggerty', 'Bruce Kirby', 'Tommy Madden', 'James Frawley', 'Arnold Roberts', 'Melinda Dillon', 'John Landis', 'Tim Burton']",James Frawley
The Muppet Collection,"['Romance', 'Comedy', 'Family']",en,"When the Muppets graduate from Danhurst College, they take their song-filled senior revue to New York City, only to learn that it isn't easy to find a producer who's willing to back a show starring a frog and a pig. Of course, Kermit the Frog and Miss Piggy won't take no for an answer, launching a search for someone to take them to Broadway.",5.89335,"['TriStar Pictures', 'Jim Henson Company, The', 'Delphi II Productions']",1984-07-13,0.0,['English'],The Muppets Take Manhattan,6.5,102.0,1984,0.0,"['Jim Henson', 'Frank Oz', 'Dave Goelz', 'Steve Whitmire', 'Richard Hunt', 'Jerry Nelson', 'Juliana Donald', 'Lonny Price', 'Louis Zorich', 'Frances Bergen', 'Art Carney', 'James Coco', 'Dabney Coleman', 'Elliott Gould', 'Gregory Hines', 'Ed Koch', 'John Landis', 'Linda Lavin', 'David Lazer', 'Liza Minnelli', 'Joan Rivers', 'Vincent Sardi Jr.', 'Brooke Shields', 'Bruce Edward Hall', 'Kathryn Mullen', 'Gates McFadden', 'Graham Brown']",Frank Oz
