title,genres,overview,director,production_companies
The Stepfather,"['Drama', 'Horror', 'Mystery', 'Thriller']","A seemingly average man, after murdering his entire family, takes on a new identity and remarries a widow with a teenage daughter in another town and prepares to do it again.",Joseph Ruben,['Incorporated Television Company (ITC)']
Warlock,"['Adventure', 'Comedy', 'Fantasy', 'Horror']","A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit. A Warlock (Julian Sands) is taken captive in Boston, Massachusetts in 1691 by a witch-hunter Giles Redferne (Richard Grant).  He is sentenced to death for his activities, including the bewitching of Redferne's bride-to-be, but before the execution a demon appears and propels the Warlock forward in time to 20th century Los Angeles, California. Redferne follows through the portal.
 The Warlock attempts to assemble The Grand Grimoire, a Satanic book that will reveal the ""true"" name of God.  Redferne and the Warlock then embark on a cat-and-mouse chase with the Grand Grimoire, and Kassandra (Lori Singer), a waitress who encounters Giles while he's attempting to find Warlock.",Steve Miner,['New World Pictures']
Warlock: The Armageddon,"['Fantasy', 'Horror', 'Science Fiction']","Every six hundred years, a great evil has the opportunity to escape and unleash Armageddon. A group of five stones has the power to either free the evil, or banish it for another six hundred years. An order of Druids battles with a Warlock determined to unleash his father upon the world.",Anthony Hickox,"['Tapestry Films', 'Trimark Pictures']"
Weekend at Bernie's II,['Comedy'],"Everybody's favorite stiff is back! Working fools Larry Wilson and Richard Parker have uncovered a dirty, little secret: Their former boss, Bernie Lomax, embezzled $2 million and placed it in a safe deposit box in the Caribbean. Now, the boys are ready to go after the loot, but they can't do it alone -- they need poor Bernie's help. Can the buddies give their ex-boss new life?",Robert Klane,"['TriStar Pictures', 'Artimm']"
Basket Case,"['Comedy', 'Horror']",A young man carrying a big basket that contains his deformed Siamese-twin brother seeks vengeance on the doctors who separated them against their will.,Frank Henenlotter,['Basket Case Productions']
The Princess Diaries,"['Comedy', 'Family', 'Romance']","A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",Garry Marshall,"['Walt Disney Pictures', 'BrownHouse Productions', 'Bottom of the Ninth Productions']"
Rush Hour 2,"['Action', 'Comedy', 'Crime', 'Thriller']","It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",Brett Ratner,['New Line Cinema']
La Cage aux folles,['Comedy'],Two gay men living in St. Tropez have their lives turned upside down when the son of one of the men announces he is getting married. They try conceal their lifestyle and their ownership of the transvestite club downstairs when the fiancée and her parents come for dinner.,Édouard Molinaro,"['United Artists', 'Les Productions Artistes Associés', 'Da Ma Produzione']"
La Cage aux folles II,['Comedy'],"In a move to make his partner, Renato, jealous, the flamboyant Albin waits in a local cafe - dressed as a woman - hoping to be picked up. But Albin gets more than he bargains for when the fly he catches in his web is actually a spy, who uses him as an unwitting courier of secret microfilm. Now on the run from ruthless agents, Albin and Renato flee to Italy where they attempt to hide out on a farm, with Albin posing as Renato's wife. Can Albin escape the deadly pursuit of these relentless spies or does he have to sustain this charade - as a woman - forever?",Édouard Molinaro,"['Les Productions Artistes Associés', 'Da Ma Produzione']"
Any Which Way You Can,"['Action', 'Adventure', 'Comedy']","Philo takes part in a bare knuckle fight - as he does - to make some more money than he can earn from his car repair business. He decides to retire from fighting, but when the Mafia come along and arrange another fight, he is pushed into it. A motorcycle gang and an orangutan called Clyde all add to the 'fun'.",Buddy Van Horn,"['Warner Bros.', 'Malpaso Company']"
American Pie 2,"['Comedy', 'Romance']","The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...",J.B. Rogers,"['Universal Pictures', 'Liveplanet', 'Zide-Perry Productions']"
Jeepers Creepers,"['Horror', 'Thriller']","A college-age brother and sister get more than they bargained for on their road trip home from spring break. When the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church, they investigate. Bad move! Opening a Pandora's Box of unspeakable evil, the pair must flee for their lives -- with a monstrous ""shape"" in hot pursuit.",Victor Salva,"['United Artists', 'American Zoetrope', 'Cinerenta Medienbeteiligungs KG', 'Cinerenta-Cinebeta', 'VCL Communications']"
3 Ninjas,"['Action', 'Adventure', 'Comedy', 'Family']","Each year, three brothers Samuel, Jeffrey and Michael Douglas visits their Japanese grandfather, Mori Shintaro whom the boys affectionately refer to as Grandpa, for the summer. Mori is a highly skilled in the fields of Martial arts and Ninjutsu, and for years he has trained the boys in his techniques. After an organized crime ring proves to be too much for the FBI, it's time for the 3 brother NINJAS! To use their martial arts skills, they team up to battle the crime ring and outwit some very persistent kidnappers!",Jon Turteltaub,['Touchstone Pictures']
3 Ninjas Kick Back,"['Adventure', 'Action', 'Comedy', 'Family']","During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",Charles T. Kanganis,"['TriStar Pictures', 'Sheen Productions', 'Ben-Ami/Leeds Productions']"
3 Ninjas Knuckle Up,"['Adventure', 'Action', 'Comedy', 'Family']","Rocky, Colt and TumTum must battle an evil wealthy toxic waste dumper in order to save a local Indian tribe and their friend Joe. The 3 Ninjas must help find Joe's father and find a secret disk that contains evidence that could stop the toxic landfill that is destroying the Indian community. However the town is owned by the rich man and he controls the police and even the mayor. They must fight a motorcycle gang and renegade cowboys in this non-stop ninja adventure.",Shin Sang-ok,['TriStar Pictures']
Megiddo: The Omega Code 2,"['Action', 'Science Fiction', 'Thriller']",Stone (the Antichrist) becomes President of the European Union and uses his seat of power to dissolve the United Nations and create a one world government called the World Union.,Brian Trenchard-Smith,"['Infinity Omnimedia', 'TBN Films']"
The Return of a Man Called Horse,"['Action', 'Drama', 'Western']","Lord John Morgan has returned to civilized life in England, but finds he has nothing but disdain for that life. Yearning to embrace the simplicity of the American West-and the Yellow Hands Sioux tribe he left behind, Morgan returns to the tribe's land only to discover that they've been decimated by ruthless, government-backed fur traders. They must regain their land, led by Horse.",Irvin Kershner,"['United Artists', 'Sandy Howard Productions']"
Zoolander,['Comedy'],"Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic ""he's so hot right now"" Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. Its a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories can Derek make the world safe.",Ben Stiller,"['Paramount Pictures', 'Village Roadshow Pictures', 'NPV Entertainment', 'Scott Rudin Productions', 'Red Hour Productions', 'Tenth Planet Productions', 'VH1 Television', 'Red Hour Films', 'MFP Munich Film Partners GmbH & Company I. Produktions KG']"
Joy Ride,"['Mystery', 'Thriller', 'Drama']","Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",John Dahl,"['Regency Enterprises', 'Epsilon Motion Pictures', 'LivePlanet', 'New Regency Pictures', 'Bad Robot']"
The Party,"['Drama', 'Romance', 'Comedy']","Le Boum is the story of a 13-year-old French girl dealing with moving to a new city and school in Paris, while at the same time her parents are getting a divorce.",Claude Pinoteau,"['Gaumont', 'Gaumont International', 'Production Marcel Dassault']"
Cheech & Chong's Next Movie,"['Action', 'Adventure', 'Comedy']","Perennially stoned Cheech and Chong tear through the city of Los Angeles, causing trouble wherever they go. After Cheech loses his job, the two pot enthusiasts head to the welfare offices where Cheech's girlfriend, Donna, works. Instead of collecting unemployment, they find themselves thrown back on the streets, searching for a way to earn new income. But when Cheech's cousin, ""Red"" Mendoza, arrives, things get even crazier.",Tommy Chong,['Universal Pictures']
